Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
7.950087,S,7.950087,1.668857,0,0.5125587,0,0,44.7013,109.719,0,82.46066,109.5869,6.747822,-110.976241,-110.7800985,-6.595137987,1877.07427,1870.508079,156.8672815,85.20619,85.20619,9073.805,719.5769
7.960087,S,7.960087,1.667977,0,0.512696,0,0,44.7013,109.5498,0,82.46066,109.5901,6.748611,-110.8545174,-110.6586978,-6.586094099,1875.966051,1869.401492,156.8014206,85.20538,85.20538,9092.499,721.1453
7.970088,S,7.970088,1.667099,0,0.5128332,0,0,44.7013,109.3811,0,82.46066,109.5932,6.74938,-110.7331007,-110.537603,-6.577074426,1874.859046,1868.296116,156.7356498,85.20455,85.20455,9111.182,722.713
7.980088,S,7.980088,1.666222,0,0.5129704,0,0,44.7013,109.2126,0,82.46066,109.5963,6.750147,-110.611925,-110.4167486,-6.56807189,1873.753253,1867.191949,156.6699691,85.20374,85.20374,9129.854,724.28
7.990088,S,7.990088,1.665345,0,0.5131079,0,0,44.7013,109.0446,0,82.46066,109.5993,6.750914,-110.4910061,-110.2961505,-6.559086365,1872.64867,1866.088987,156.6043783,85.20291,85.20291,9148.515,725.8463
8.000088,S,8.000088,1.66447,0,0.5132452,0,0,44.7013,108.8769,0,82.46066,109.6025,6.751701,-110.3703465,-110.1758107,-6.550122571,1871.545293,1864.987229,156.538877,85.20209,85.20209,9167.164,727.412
8.010088,S,8.010088,1.663595,0,0.5133827,0,0,44.7013,108.7095,0,82.46066,109.6056,6.752466,-110.2499336,-110.0557173,-6.541174051,1870.443121,1863.886672,156.4734653,85.20127,85.20127,9185.803,728.9771
8.020088,S,8.020088,1.662721,0,0.5135202,0,0,44.7013,108.5426,0,82.46066,109.6086,6.753229,-110.1298814,-109.9359835,-6.532250863,1869.342151,1862.787312,156.4081428,85.20044,85.20044,9204.431,730.5415
8.030088,S,8.030088,1.661848,0,0.5136578,0,0,44.7013,108.376,0,82.46066,109.6117,6.753992,-110.0099786,-109.8163987,-6.523340341,1868.24238,1861.689148,156.3429094,85.19962,85.19962,9223.048,732.1053
8.040089,S,8.040089,1.660977,0,0.5137953,0,0,44.7013,108.2097,0,82.46066,109.6149,6.754774,-109.890311,-109.6970483,-6.51444857,1867.143806,1860.592178,156.2777649,85.1988,85.1988,9241.653,733.6684
8.050089,S,8.050089,1.660105,0,0.5139331,0,0,44.7013,108.0437,0,82.46066,109.6179,6.755537,-109.7709501,-109.5780039,-6.505577908,1866.046426,1859.496398,156.2127091,85.19797,85.19797,9260.248,735.2308
8.060089,S,8.060089,1.659235,0,0.5140708,0,0,44.7013,107.8782,0,82.46066,109.621,6.756298,-109.6518303,-109.4592,-6.496724383,1864.950237,1858.401806,156.1477419,85.19714,85.19714,9278.832,736.7927
8.070089,S,8.070089,1.658366,0,0.5142086,0,0,44.7013,107.7129,0,82.46066,109.6241,6.757076,-109.5329139,-109.3405986,-6.487889733,1863.855239,1857.3084,156.082863,85.19632,85.19632,9297.405,738.3538
8.08009,S,8.08009,1.657498,0,0.5143463,0,0,44.7013,107.548,0,82.46066,109.6272,6.757835,-109.4142363,-109.2222357,-6.479068618,1862.761427,1856.216177,156.0180723,85.19548,85.19548,9315.968,739.9143
8.09009,S,8.09009,1.65663,0,0.5144843,0,0,44.7013,107.3835,0,82.46066,109.6302,6.758594,-109.2958915,-109.1042046,-6.470272959,1861.6688,1855.125135,155.9533696,85.19466,85.19466,9334.519,741.4742
8.10009,S,8.10009,1.655764,0,0.5146222,0,0,44.7013,107.2193,0,82.46066,109.6333,6.75937,-109.1777679,-108.9863941,-6.461494312,1860.577354,1854.035271,155.8887546,85.19383,85.19383,9353.059,743.0334
8.11009,S,8.11009,1.654898,0,0.5147601,0,0,44.7013,107.0555,0,82.46066,109.6364,6.760128,-109.0598733,-108.868812,-6.452731436,1859.487088,1852.946583,155.8242273,85.193,85.193,9371.588,744.592
8.12009,S,8.12009,1.654033,0,0.5148982,0,0,44.7013,106.892,0,82.46066,109.6394,6.760883,-108.9422677,-108.751518,-6.44399178,1858.397998,1851.859068,155.7597874,85.19217,85.19217,9390.106,746.1499
6.660058,S,6.660058,1.731253,0,0.4199277,0,291.9833,45.06041,106.8232,0,83.11421,109.3659,6.530273,100.1716543,99.58645527,10.81194989,1965.962918,1959.372789,160.8367748,85.30735,85.30735,6577.464,512.4562
6.670058,S,6.670058,1.73225,0,0.419825,0,286.3915,45.04515,106.8228,0,83.10258,109.3624,6.53228,96.22581837,95.65224663,10.49075001,1966.924817,1960.329311,160.9416823,85.30658,85.30658,6597.068,514.0651
6.650057,S,6.650057,1.730222,0,0.4200348,0,297.575,45.07599,106.8204,0,83.12585,109.3695,6.528282,104.1162373,103.5193149,11.13293842,1964.961546,1958.376924,160.7286553,85.30811,85.30811,6557.871,510.8484
6.680058,S,6.680058,1.733211,0,0.4197269,0,280.7997,45.03023,106.8189,0,83.09095,109.359,6.534342,92.27897088,91.71691643,10.16935145,1967.847232,1961.246481,161.0433758,85.30582,85.30582,6616.68,515.675
6.640057,S,6.640057,1.729157,0,0.4201462,0,303.1668,45.0919,106.8143,0,83.13747,109.3734,6.526345,108.0595259,107.4507976,11.45370007,1963.920716,1957.341731,160.6173259,85.30888,85.30888,6538.287,509.2417
6.690058,S,6.690058,1.734138,0,0.4196331,0,275.208,45.01564,106.8117,0,83.07932,109.3557,6.536419,88.33113765,87.7804736,9.847757689,1968.730152,1962.124285,161.1418534,85.30505,85.30505,6636.301,517.2859
6.630057,S,6.630057,1.728057,0,0.4202622,0,308.7585,45.10815,106.8048,0,83.14911,109.3773,6.524424,112.0014216,111.380814,11.77423946,1962.840441,1956.267223,160.5027889,85.30965,85.30965,6518.713,507.6361
6.700058,S,6.700058,1.735031,0,0.4195435,0,269.6162,45.00138,106.8012,0,83.0677,109.3525,6.538512,84.38239332,83.8429738,9.525966981,1969.573564,1962.962715,161.237113,85.30429,85.30429,6655.931,518.8978
6.620057,S,6.620057,1.726923,0,0.4203827,0,314.3503,45.12473,106.792,0,83.16074,109.3812,6.522514,115.9419385,115.309388,12.09455011,1961.720734,1955.153415,160.3850465,85.31042,85.31042,6499.151,506.0316
